CropName,SoilType,Disease,Treatment,Practice,Region,GrowthDuration,OptimalTemp
Finger Millet,Laterite,Rust,Fungicide Spray,Organic Farming,Shivamogga,90 days,25–30°C
Maize,Black Cotton,Rust,Resistant Varieties,Mulching,Bagalkote,90 days,25–30°C
Maize,Red Loamy,Smut,Resistant Varieties,Drip Irrigation,Kodagu,90 days,25–30°C
Groundnut,Red Loamy,Rust,Resistant Varieties,Mulching,Vijayapura,120 days,25–30°C
Finger Millet,Red Loamy,Blast,Resistant Varieties,Mulching,Dakshina Kannada,120 days,25–30°C
Sugarcane,Alluvial,Wilt,Crop Rotation,Mulching,Dharwad,180 days,30–35°C
Sugarcane,Alluvial,Smut,Crop Rotation,Mulching,Belagavi,180 days,30–35°C
Maize,Black Cotton,Rust,Crop Rotation,Drip Irrigation,Bagalkote,90 days,30–35°C
Groundnut,Laterite,Wilt,Crop Rotation,Organic Farming,Chikkamagaluru,120 days,25–30°C
Sugarcane,Black Cotton,Wilt,Crop Rotation,Mulching,Kodagu,180 days,30–35°C
Sugarcane,Alluvial,Smut,Fungicide Spray,Drip Irrigation,Udupi,180 days,30–35°C
Groundnut,Laterite,Wilt,Resistant Varieties,Organic Farming,Chikkamagaluru,120 days,25–30°C
Groundnut,Red Loamy,Wilt,Resistant Varieties,Organic Farming,Vijayapura,150 days,25–30°C
Sugarcane,Black Cotton,Wilt,Crop Rotation,Drip Irrigation,Kolar,180 days,30–35°C
Maize,Red Loamy,Rust,Fungicide Spray,Drip Irrigation,Bengaluru Rural,90 days,25–30°C
Finger Millet,Red Loamy,Rust,Resistant Varieties,Organic Farming,Davangere,120 days,20–25°C
Rice,Red Loamy,Blast,Crop Rotation,Drip Irrigation,Bengaluru Rural,150 days,30–35°C
Maize,Red Loamy,Rust,Fungicide Spray,Drip Irrigation,Bagalkote,120 days,25–30°C
Maize,Red Loamy,Smut,Crop Rotation,Drip Irrigation,Bagalkote,120 days,25–30°C
Sugarcane,Black Cotton,Smut,Crop Rotation,Mulching,Ballari,180 days,30–35°C
Maize,Black Cotton,Rust,Crop Rotation,Mulching,Davangere,90 days,25–30°C
Finger Millet,Red Loamy,Rust,Crop Rotation,Mulching,Raichur,120 days,25–30°C
Maize,Black Cotton,Rust,Resistant Varieties,Mulching,Mysuru,90 days,30–35°C
Sugarcane,Black Cotton,Smut,Fungicide Spray,Drip Irrigation,Vijayapura,180 days,30–35°C
Finger Millet,Red Loamy,Blast,Fungicide Spray,Organic Farming,Belagavi,90 days,20–25°C
Sugarcane,Black Cotton,Smut,Fungicide Spray,Mulching,Chitradurga,180 days,30–35°C
Maize,Black Cotton,Rust,Crop Rotation,Mulching,Davangere,150 days,30–35°C
Sugarcane,Alluvial,Wilt,Resistant Varieties,Mulching,Dakshina Kannada,180 days,30–35°C
Sugarcane,Alluvial,Wilt,Fungicide Spray,Drip Irrigation,Vijayapura,180 days,30–35°C
Finger Millet,Laterite,Blast,Fungicide Spray,Organic Farming,Bagalkote,90 days,20–25°C
Rice,Black Cotton,Smut,Resistant Varieties,SRI Method,Tumakuru,150 days,25–30°C
Sugarcane,Black Cotton,Smut,Crop Rotation,Drip Irrigation,Kalaburagi,180 days,30–35°C
Sugarcane,Alluvial,Wilt,Fungicide Spray,Drip Irrigation,Bengaluru Urban,180 days,30–35°C
Maize,Black Cotton,Smut,Crop Rotation,Mulching,Davangere,150 days,30–35°C
Finger Millet,Laterite,Rust,Crop Rotation,Mulching,Dharwad,90 days,20–25°C
Groundnut,Red Loamy,Rust,Crop Rotation,Mulching,Kalaburagi,120 days,25–30°C
Sugarcane,Black Cotton,Wilt,Crop Rotation,Drip Irrigation,Tumakuru,180 days,30–35°C
Sugarcane,Alluvial,Wilt,Fungicide Spray,Mulching,Dharwad,180 days,30–35°C
Finger Millet,Laterite,Rust,Resistant Varieties,Mulching,Chikkamagaluru,120 days,25–30°C
Maize,Red Loamy,Smut,Crop Rotation,Mulching,Bengaluru Urban,120 days,30–35°C
Groundnut,Alluvial,Rust,Resistant Varieties,Mulching,Udupi,120 days,25–30°C
Maize,Black Cotton,Smut,Resistant Varieties,Drip Irrigation,Bengaluru Rural,150 days,30–35°C
Rice,Alluvial,Blast,Fungicide Spray,Drip Irrigation,Dakshina Kannada,180 days,30–35°C
Finger Millet,Red Loamy,Blast,Resistant Varieties,Mulching,Dharwad,120 days,25–30°C
Sugarcane,Black Cotton,Smut,Crop Rotation,Drip Irrigation,Dakshina Kannada,180 days,30–35°C
Finger Millet,Red Loamy,Blast,Fungicide Spray,Mulching,Belagavi,90 days,20–25°C
Rice,Alluvial,Smut,Resistant Varieties,SRI Method,Kalaburagi,120 days,25–30°C
Rice,Alluvial,Smut,Resistant Varieties,Drip Irrigation,Kodagu,180 days,30–35°C
Maize,Black Cotton,Rust,Crop Rotation,Drip Irrigation,Chikkamagaluru,120 days,30–35°C
Finger Millet,Red Loamy,Rust,Crop Rotation,Mulching,Mandya,90 days,20–25°C
Groundnut,Laterite,Rust,Crop Rotation,Organic Farming,Kolar,150 days,25–30°C
Maize,Red Loamy,Smut,Crop Rotation,Mulching,Tumakuru,90 days,30–35°C
Maize,Black Cotton,Smut,Fungicide Spray,Drip Irrigation,Shivamogga,120 days,30–35°C
Groundnut,Red Loamy,Rust,Resistant Varieties,Organic Farming,Vijayapura,150 days,25–30°C
Rice,Alluvial,Smut,Resistant Varieties,SRI Method,Kodagu,120 days,30–35°C
Finger Millet,Red Loamy,Blast,Resistant Varieties,Organic Farming,Kalaburagi,90 days,20–25°C
Rice,Black Cotton,Smut,Crop Rotation,SRI Method,Tumakuru,150 days,25–30°C
Maize,Black Cotton,Smut,Fungicide Spray,Drip Irrigation,Tumakuru,90 days,30–35°C
Sugarcane,Alluvial,Smut,Crop Rotation,Drip Irrigation,Davangere,180 days,30–35°C
Groundnut,Alluvial,Rust,Resistant Varieties,Organic Farming,Ballari,120 days,25–30°C
Maize,Black Cotton,Rust,Fungicide Spray,Drip Irrigation,Kodagu,90 days,30–35°C
