CropName,SoilType,Disease,Treatment,Practice,Region,GrowthDuration,OptimalTemp
Soyabean,Black Cotton,Wilt,Soil Solarization,Organic Farming,Sikkim,120 days,25–30°C
Jute,Black Cotton,Wilt,Soil Solarization,Mulching,Punjab,90 days,20–25°C
Coriander,Sandy,Wilt,Fungicide Spray,Mulching,Sikkim,150 days,25–30°C
Wheat,Sandy,Smut,Resistant Varieties,Irrigation,Bihar,150 days,15–20°C
Turmeric,Alluvial,Wilt,Resistant Varieties,Mulching,Meghalaya,150 days,25–30°C
Groundnut,Sandy,Blight,Soil Solarization,Mulching,Andhra Pradesh,90 days,20–25°C
Garlic,Red Loamy,Rust,Neem Extract,Organic Farming,Goa,90 days,25–30°C
Groundnut,Red Loamy,Rust,Soil Solarization,Mulching,Jharkhand,120 days,25–30°C
Rice,Red Loamy,Blast,Resistant Varieties,Drip Irrigation,Assam,180 days,30–35°C
Dry Chillies,Peaty,Rust,Neem Extract,Mulching,Odisha,90 days,25–30°C
Wheat,Sandy,Rust,Crop Rotation,Mulching,Bihar,150 days,20–25°C
Garlic,Alluvial,Rust,Soil Solarization,Mulching,Bihar,120 days,20–25°C
Jute,Laterite,Rust,Crop Rotation,Mulching,Goa,120 days,25–30°C
Masoor,Red Loamy,Wilt,Resistant Varieties,Organic Farming,West Bengal,150 days,20–25°C
Turmeric,Alluvial,Rust,Resistant Varieties,Mulching,Telangana,150 days,25–30°C
Ragi,Black Cotton,Blight,Resistant Varieties,Organic Farming,Meghalaya,90 days,25–30°C
Ragi,Laterite,Blight,Fungicide Spray,Mulching,Meghalaya,120 days,25–30°C
Cowpea (Lobia),Sandy,Wilt,Soil Solarization,Mulching,Maharashtra,150 days,25–30°C
Tapioca,Red Loamy,Rust,Fungicide Spray,Organic Farming,Odisha,90 days,25–30°C
Onion,Red Loamy,Rust,Soil Solarization,Organic Farming,Arunachal Pradesh,150 days,25–30°C
Wheat,Sandy,Rust,Soil Solarization,Mulching,Uttar Pradesh,120 days,15–20°C
Sunflower,Black Cotton,Blight,Fungicide Spray,Organic Farming,West Bengal,120 days,20–25°C
Tapioca,Red Loamy,Rust,Resistant Varieties,Organic Farming,Madhya Pradesh,120 days,20–25°C
Black pepper,Peaty,Wilt,Crop Rotation,Organic Farming,Sikkim,90 days,20–25°C
Coconut,Red Loamy,Blight,Resistant Varieties,Organic Farming,West Bengal,90 days,20–25°C
Barley,Alluvial,Wilt,Fungicide Spray,Mulching,Maharashtra,90 days,25–30°C
Coconut,Red Loamy,Blight,Crop Rotation,Mulching,Uttarakhand,90 days,20–25°C
Banana,Laterite,Rust,Crop Rotation,Mulching,Tripura,120 days,25–30°C
Soyabean,Red Loamy,Rust,Neem Extract,Organic Farming,Haryana,90 days,20–25°C
Cowpea (Lobia),Laterite,Blight,Resistant Varieties,Organic Farming,Manipur,120 days,25–30°C
Sweet Potato,Red Loamy,Blight,Soil Solarization,Mulching,Mizoram,150 days,20–25°C
Tapioca,Peaty,Blight,Fungicide Spray,Mulching,Karnataka,90 days,20–25°C
Arhar/Tur,Laterite,Blight,Fungicide Spray,Mulching,Madhya Pradesh,150 days,20–25°C
Peas & beans (Pulses),Black Cotton,Rust,Fungicide Spray,Mulching,Gujarat,90 days,20–25°C
Khesari,Alluvial,Wilt,Fungicide Spray,Mulching,Tripura,150 days,25–30°C
Urad,Black Cotton,Wilt,Soil Solarization,Organic Farming,Uttarakhand,120 days,25–30°C
Cowpea (Lobia),Sandy,Blight,Resistant Varieties,Mulching,Meghalaya,150 days,25–30°C
Rice,Alluvial,Smut,Neem Extract,Drip Irrigation,Assam,120 days,25–30°C
Gram,Red Loamy,Wilt,Resistant Varieties,Mulching,Sikkim,120 days,25–30°C
Tapioca,Peaty,Blight,Resistant Varieties,Mulching,Odisha,120 days,25–30°C
Tapioca,Peaty,Wilt,Crop Rotation,Organic Farming,Tamil Nadu,150 days,20–25°C
Tobacco,Red Loamy,Wilt,Resistant Varieties,Mulching,Punjab,120 days,20–25°C
Onion,Red Loamy,Blight,Crop Rotation,Mulching,Arunachal Pradesh,120 days,25–30°C
Castor Seed,Alluvial,Rust,Fungicide Spray,Organic Farming,Arunachal Pradesh,150 days,20–25°C
Sesamum,Black Cotton,Wilt,Soil Solarization,Mulching,Karnataka,120 days,20–25°C
Sunflower,Red Loamy,Wilt,Soil Solarization,Organic Farming,Arunachal Pradesh,90 days,25–30°C
Coconut,Laterite,Wilt,Soil Solarization,Mulching,Uttarakhand,120 days,25–30°C
Arhar/Tur,Peaty,Blight,Neem Extract,Organic Farming,Madhya Pradesh,120 days,25–30°C
Ginger,Sandy,Rust,Neem Extract,Organic Farming,Goa,120 days,25–30°C
Soyabean,Black Cotton,Rust,Fungicide Spray,Mulching,Bihar,150 days,25–30°C
Arecanut,Alluvial,Blight,Resistant Varieties,Organic Farming,Meghalaya,90 days,25–30°C
Black pepper,Peaty,Rust,Soil Solarization,Mulching,Tripura,150 days,20–25°C
Sunflower,Red Loamy,Rust,Crop Rotation,Organic Farming,West Bengal,90 days,20–25°C
Coconut,Laterite,Blight,Soil Solarization,Organic Farming,Uttarakhand,90 days,25–30°C
Sugarcane,Sandy,Blight,Soil Solarization,Organic Farming,Jharkhand,150 days,20–25°C
Soyabean,Red Loamy,Wilt,Neem Extract,Organic Farming,Sikkim,90 days,20–25°C
Tapioca,Red Loamy,Rust,Crop Rotation,Organic Farming,Odisha,150 days,25–30°C
Rice,Red Loamy,Blast,Resistant Varieties,Drip Irrigation,Tamil Nadu,180 days,30–35°C
Turmeric,Alluvial,Wilt,Fungicide Spray,Organic Farming,Madhya Pradesh,120 days,20–25°C
Ragi,Black Cotton,Blight,Resistant Varieties,Mulching,Gujarat,90 days,25–30°C
Cotton,Peaty,Wilt,Soil Solarization,Organic Farming,Kerala,150 days,20–25°C
Jowar,Red Loamy,Blight,Fungicide Spray,Organic Farming,Gujarat,90 days,25–30°C
Sweet Potato,Red Loamy,Wilt,Soil Solarization,Organic Farming,West Bengal,120 days,25–30°C
Jute,Black Cotton,Blight,Fungicide Spray,Mulching,Punjab,150 days,25–30°C
Jute,Black Cotton,Rust,Fungicide Spray,Mulching,Andhra Pradesh,150 days,20–25°C
Gram,Black Cotton,Blight,Neem Extract,Mulching,Bihar,90 days,25–30°C
Dry Chillies,Peaty,Rust,Crop Rotation,Mulching,Chhattisgarh,120 days,25–30°C
Jowar,Peaty,Rust,Soil Solarization,Mulching,Tamil Nadu,150 days,20–25°C
Coriander,Red Loamy,Wilt,Soil Solarization,Mulching,Assam,150 days,25–30°C
Urad,Red Loamy,Wilt,Soil Solarization,Mulching,Himachal Pradesh,150 days,20–25°C
Castor Seed,Alluvial,Wilt,Soil Solarization,Mulching,Arunachal Pradesh,150 days,25–30°C
Maize,Black Cotton,Smut,Resistant Varieties,Mulching,Maharashtra,90 days,30–35°C
Jute,Laterite,Rust,Crop Rotation,Mulching,Goa,120 days,25–30°C
Banana,Red Loamy,Wilt,Neem Extract,Mulching,Jharkhand,120 days,20–25°C
Cashewnut,Black Cotton,Blight,Neem Extract,Mulching,Sikkim,120 days,20–25°C
Sugarcane,Sandy,Blight,Fungicide Spray,Mulching,Jharkhand,120 days,25–30°C
Castor Seed,Laterite,Wilt,Crop Rotation,Organic Farming,Goa,90 days,20–25°C
Barley,Sandy,Wilt,Crop Rotation,Mulching,Arunachal Pradesh,90 days,20–25°C
Sunflower,Black Cotton,Wilt,Neem Extract,Organic Farming,Telangana,120 days,20–25°C
Horse Gram,Black Cotton,Rust,Resistant Varieties,Mulching,Telangana,150 days,20–25°C
Rice,Red Loamy,Smut,Fungicide Spray,Drip Irrigation,Odisha,120 days,25–30°C
Niger Seed,Red Loamy,Blight,Crop Rotation,Organic Farming,Haryana,150 days,25–30°C
Ginger,Sandy,Wilt,Crop Rotation,Mulching,Meghalaya,120 days,20–25°C
Bajra,Red Loamy,Rust,Neem Extract,Mulching,Bihar,120 days,25–30°C
Coriander,Red Loamy,Blight,Resistant Varieties,Organic Farming,Assam,150 days,25–30°C
Sweet Potato,Black Cotton,Blight,Soil Solarization,Mulching,Uttar Pradesh,120 days,20–25°C
Niger Seed,Peaty,Wilt,Soil Solarization,Mulching,Andhra Pradesh,120 days,20–25°C
Potato,Red Loamy,Rust,Resistant Varieties,Mulching,Punjab,90 days,20–25°C
Niger Seed,Red Loamy,Wilt,Neem Extract,Mulching,Maharashtra,120 days,20–25°C
Potato,Red Loamy,Wilt,Fungicide Spray,Organic Farming,Meghalaya,90 days,20–25°C
Wheat,Alluvial,Smut,Resistant Varieties,Mulching,Madhya Pradesh,120 days,20–25°C
Arecanut,Black Cotton,Wilt,Soil Solarization,Mulching,Jharkhand,90 days,25–30°C
Moong (Green Gram),Red Loamy,Blight,Resistant Varieties,Organic Farming,Telangana,120 days,20–25°C
Cowpea (Lobia),Sandy,Wilt,Fungicide Spray,Mulching,Maharashtra,150 days,20–25°C
Jute,Laterite,Rust,Crop Rotation,Organic Farming,Odisha,150 days,20–25°C
Cowpea (Lobia),Laterite,Blight,Fungicide Spray,Organic Farming,Goa,90 days,25–30°C
Gram,Red Loamy,Blight,Soil Solarization,Mulching,Assam,90 days,25–30°C
Castor Seed,Alluvial,Blight,Neem Extract,Mulching,Arunachal Pradesh,120 days,20–25°C
Onion,Black Cotton,Rust,Crop Rotation,Mulching,Chhattisgarh,150 days,25–30°C
Jowar,Red Loamy,Blight,Crop Rotation,Organic Farming,Tamil Nadu,150 days,25–30°C
Ginger,Sandy,Rust,Resistant Varieties,Organic Farming,Meghalaya,90 days,20–25°C
Dry Chillies,Laterite,Wilt,Neem Extract,Organic Farming,Meghalaya,120 days,25–30°C
Niger Seed,Red Loamy,Blight,Crop Rotation,Mulching,Andhra Pradesh,120 days,25–30°C
Wheat,Alluvial,Rust,Crop Rotation,Irrigation,Uttar Pradesh,120 days,15–20°C
Gram,Black Cotton,Blight,Soil Solarization,Organic Farming,Sikkim,120 days,20–25°C
Groundnut,Sandy,Rust,Neem Extract,Mulching,Nagaland,150 days,25–30°C
Arhar/Tur,Peaty,Rust,Neem Extract,Mulching,Madhya Pradesh,90 days,25–30°C
Rice,Red Loamy,Smut,Soil Solarization,SRI Method,Andhra Pradesh,180 days,30–35°C
Tapioca,Red Loamy,Blight,Soil Solarization,Mulching,Karnataka,90 days,25–30°C
Moong (Green Gram),Peaty,Blight,Neem Extract,Mulching,Odisha,120 days,20–25°C
Banana,Red Loamy,Blight,Neem Extract,Organic Farming,Tripura,150 days,25–30°C
Sugarcane,Sandy,Wilt,Resistant Varieties,Mulching,Chhattisgarh,90 days,20–25°C
Sweet Potato,Black Cotton,Blight,Soil Solarization,Mulching,Mizoram,150 days,25–30°C
Peas & beans (Pulses),Black Cotton,Rust,Fungicide Spray,Mulching,Punjab,150 days,25–30°C
Coconut,Laterite,Wilt,Resistant Varieties,Organic Farming,Uttarakhand,120 days,20–25°C
Gram,Red Loamy,Blight,Neem Extract,Mulching,Kerala,150 days,25–30°C
Peas & beans (Pulses),Black Cotton,Rust,Fungicide Spray,Organic Farming,Gujarat,90 days,25–30°C
Castor Seed,Laterite,Rust,Resistant Varieties,Organic Farming,Goa,120 days,20–25°C
Cashewnut,Black Cotton,Rust,Fungicide Spray,Mulching,Bihar,90 days,20–25°C
Bajra,Laterite,Blight,Fungicide Spray,Organic Farming,Nagaland,150 days,20–25°C
Khesari,Black Cotton,Rust,Neem Extract,Organic Farming,Assam,150 days,25–30°C
Cotton,Peaty,Wilt,Fungicide Spray,Organic Farming,Odisha,120 days,25–30°C
Peas & beans (Pulses),Laterite,Blight,Neem Extract,Mulching,Punjab,150 days,20–25°C
Arecanut,Black Cotton,Blight,Fungicide Spray,Mulching,Jharkhand,150 days,20–25°C
Barley,Sandy,Wilt,Soil Solarization,Mulching,Meghalaya,90 days,20–25°C
Gram,Red Loamy,Rust,Fungicide Spray,Organic Farming,Odisha,120 days,25–30°C
Ragi,Laterite,Blight,Fungicide Spray,Mulching,Meghalaya,150 days,20–25°C
Niger Seed,Peaty,Wilt,Resistant Varieties,Organic Farming,Goa,120 days,20–25°C
Niger Seed,Red Loamy,Wilt,Resistant Varieties,Mulching,Haryana,150 days,20–25°C
Rice,Alluvial,Blast,Crop Rotation,Drip Irrigation,Tamil Nadu,180 days,30–35°C
Turmeric,Alluvial,Rust,Resistant Varieties,Organic Farming,Telangana,150 days,25–30°C
Dry Chillies,Laterite,Blight,Fungicide Spray,Organic Farming,Uttar Pradesh,90 days,25–30°C
Castor Seed,Laterite,Rust,Crop Rotation,Mulching,West Bengal,90 days,25–30°C
Black pepper,Alluvial,Rust,Fungicide Spray,Organic Farming,Bihar,90 days,20–25°C
Gram,Red Loamy,Wilt,Neem Extract,Mulching,Sikkim,90 days,20–25°C
Jowar,Peaty,Wilt,Neem Extract,Mulching,Telangana,90 days,20–25°C
Cotton,Black Cotton,Rust,Resistant Varieties,Organic Farming,Odisha,150 days,25–30°C
Soyabean,Black Cotton,Blight,Soil Solarization,Mulching,Bihar,90 days,25–30°C
Coriander,Red Loamy,Wilt,Resistant Varieties,Mulching,Assam,120 days,20–25°C
Arecanut,Black Cotton,Blight,Resistant Varieties,Mulching,Meghalaya,120 days,25–30°C
Horse Gram,Black Cotton,Rust,Neem Extract,Organic Farming,West Bengal,120 days,20–25°C
Sugarcane,Red Loamy,Blight,Neem Extract,Organic Farming,Mizoram,150 days,20–25°C
Sugarcane,Sandy,Wilt,Soil Solarization,Organic Farming,Jharkhand,90 days,25–30°C
Potato,Alluvial,Wilt,Fungicide Spray,Mulching,Meghalaya,120 days,25–30°C
Gram,Black Cotton,Rust,Resistant Varieties,Mulching,Odisha,90 days,25–30°C
Sugarcane,Red Loamy,Blight,Soil Solarization,Organic Farming,Mizoram,120 days,20–25°C
Tapioca,Red Loamy,Blight,Crop Rotation,Mulching,Karnataka,150 days,25–30°C
Rice,Red Loamy,Blast,Soil Solarization,SRI Method,Bihar,150 days,25–30°C
Soyabean,Black Cotton,Wilt,Resistant Varieties,Organic Farming,Arunachal Pradesh,90 days,20–25°C
Khesari,Black Cotton,Rust,Fungicide Spray,Mulching,Tripura,120 days,20–25°C
Ragi,Laterite,Rust,Neem Extract,Organic Farming,Meghalaya,120 days,25–30°C
Ginger,Sandy,Rust,Soil Solarization,Mulching,Tripura,150 days,25–30°C
Banana,Laterite,Rust,Fungicide Spray,Mulching,Jharkhand,90 days,20–25°C
Onion,Red Loamy,Blight,Fungicide Spray,Mulching,Goa,90 days,25–30°C
Garlic,Alluvial,Blight,Fungicide Spray,Organic Farming,Telangana,120 days,25–30°C
Tapioca,Peaty,Blight,Soil Solarization,Organic Farming,Karnataka,90 days,20–25°C
Banana,Laterite,Blight,Fungicide Spray,Mulching,Tripura,150 days,25–30°C
Sweet Potato,Black Cotton,Blight,Resistant Varieties,Organic Farming,Jharkhand,90 days,25–30°C
Coconut,Laterite,Wilt,Neem Extract,Mulching,West Bengal,150 days,20–25°C
Potato,Red Loamy,Wilt,Soil Solarization,Organic Farming,Meghalaya,120 days,20–25°C
Soyabean,Black Cotton,Wilt,Neem Extract,Organic Farming,Haryana,150 days,25–30°C
Bajra,Red Loamy,Wilt,Resistant Varieties,Organic Farming,Bihar,90 days,25–30°C
Bajra,Red Loamy,Blight,Neem Extract,Mulching,Mizoram,90 days,20–25°C
Garlic,Red Loamy,Blight,Neem Extract,Organic Farming,Goa,120 days,25–30°C
Cowpea (Lobia),Sandy,Wilt,Fungicide Spray,Organic Farming,Goa,120 days,25–30°C
Arhar/Tur,Laterite,Blight,Soil Solarization,Organic Farming,Madhya Pradesh,150 days,20–25°C
Castor Seed,Alluvial,Wilt,Soil Solarization,Organic Farming,West Bengal,150 days,25–30°C
Bajra,Laterite,Rust,Fungicide Spray,Organic Farming,Nagaland,120 days,25–30°C
Garlic,Red Loamy,Blight,Fungicide Spray,Organic Farming,Gujarat,150 days,25–30°C
Rice,Alluvial,Blast,Fungicide Spray,Drip Irrigation,Bihar,120 days,30–35°C
Sunflower,Red Loamy,Wilt,Crop Rotation,Mulching,Telangana,120 days,20–25°C
Potato,Red Loamy,Wilt,Crop Rotation,Organic Farming,Meghalaya,90 days,20–25°C
Sugarcane,Red Loamy,Blight,Soil Solarization,Organic Farming,Jharkhand,120 days,20–25°C
Sunflower,Black Cotton,Wilt,Crop Rotation,Organic Farming,Assam,90 days,20–25°C
Cowpea (Lobia),Laterite,Blight,Neem Extract,Organic Farming,Maharashtra,90 days,25–30°C
Barley,Alluvial,Blight,Crop Rotation,Organic Farming,Meghalaya,120 days,20–25°C
Khesari,Black Cotton,Wilt,Neem Extract,Mulching,Uttar Pradesh,120 days,25–30°C
Garlic,Red Loamy,Blight,Neem Extract,Organic Farming,Bihar,90 days,20–25°C
Urad,Black Cotton,Blight,Soil Solarization,Organic Farming,Punjab,90 days,25–30°C
Gram,Red Loamy,Blight,Neem Extract,Organic Farming,Sikkim,150 days,25–30°C
Cowpea (Lobia),Laterite,Rust,Resistant Varieties,Mulching,Meghalaya,150 days,25–30°C
Cotton,Peaty,Blight,Neem Extract,Organic Farming,Kerala,150 days,25–30°C
Garlic,Alluvial,Blight,Neem Extract,Organic Farming,Gujarat,150 days,25–30°C
Potato,Red Loamy,Blight,Neem Extract,Organic Farming,Meghalaya,90 days,25–30°C
Jowar,Red Loamy,Rust,Fungicide Spray,Organic Farming,Gujarat,150 days,25–30°C
Cardamom,Black Cotton,Wilt,Soil Solarization,Organic Farming,Chhattisgarh,150 days,20–25°C
Banana,Red Loamy,Wilt,Fungicide Spray,Organic Farming,Karnataka,120 days,20–25°C
Banana,Red Loamy,Wilt,Fungicide Spray,Mulching,Karnataka,90 days,20–25°C
Jowar,Red Loamy,Wilt,Soil Solarization,Organic Farming,Telangana,120 days,25–30°C
Cotton,Black Cotton,Rust,Resistant Varieties,Mulching,Jharkhand,120 days,25–30°C
Sugarcane,Sandy,Wilt,Resistant Varieties,Mulching,Gujarat,150 days,20–25°C
Cowpea (Lobia),Sandy,Blight,Resistant Varieties,Organic Farming,Meghalaya,120 days,25–30°C
Cotton,Black Cotton,Blight,Neem Extract,Mulching,Odisha,150 days,25–30°C
Potato,Alluvial,Wilt,Crop Rotation,Mulching,Punjab,150 days,20–25°C
Masoor,Red Loamy,Wilt,Neem Extract,Mulching,Karnataka,90 days,25–30°C
Jute,Black Cotton,Rust,Resistant Varieties,Organic Farming,Odisha,90 days,25–30°C
Peas & beans (Pulses),Laterite,Blight,Neem Extract,Organic Farming,Haryana,150 days,20–25°C
Dry Chillies,Peaty,Wilt,Neem Extract,Mulching,Tamil Nadu,90 days,20–25°C
Ginger,Sandy,Wilt,Neem Extract,Mulching,Meghalaya,150 days,25–30°C
Peas & beans (Pulses),Black Cotton,Rust,Resistant Varieties,Organic Farming,Haryana,150 days,25–30°C
Horse Gram,Black Cotton,Blight,Crop Rotation,Mulching,Tripura,120 days,25–30°C
Horse Gram,Black Cotton,Blight,Crop Rotation,Organic Farming,West Bengal,120 days,25–30°C
Urad,Black Cotton,Wilt,Neem Extract,Mulching,Punjab,150 days,20–25°C
Masoor,Red Loamy,Wilt,Neem Extract,Organic Farming,West Bengal,150 days,20–25°C
Arecanut,Black Cotton,Rust,Soil Solarization,Mulching,Uttar Pradesh,150 days,25–30°C
Arhar/Tur,Laterite,Blight,Fungicide Spray,Organic Farming,Madhya Pradesh,150 days,25–30°C
Cardamom,Red Loamy,Blight,Crop Rotation,Mulching,Himachal Pradesh,120 days,25–30°C
Dry Chillies,Laterite,Wilt,Crop Rotation,Organic Farming,Odisha,90 days,20–25°C
Masoor,Red Loamy,Rust,Crop Rotation,Mulching,Madhya Pradesh,150 days,20–25°C
Bajra,Red Loamy,Blight,Fungicide Spray,Mulching,Bihar,120 days,20–25°C
Jute,Black Cotton,Blight,Crop Rotation,Mulching,Gujarat,150 days,25–30°C
Cardamom,Red Loamy,Blight,Neem Extract,Mulching,Himachal Pradesh,90 days,20–25°C
Sugarcane,Sandy,Blight,Soil Solarization,Organic Farming,Gujarat,120 days,25–30°C
Soyabean,Red Loamy,Rust,Fungicide Spray,Mulching,Haryana,120 days,25–30°C
Moong (Green Gram),Peaty,Wilt,Neem Extract,Organic Farming,Madhya Pradesh,90 days,25–30°C
Ragi,Black Cotton,Wilt,Neem Extract,Mulching,Gujarat,150 days,25–30°C
Coriander,Red Loamy,Rust,Fungicide Spray,Organic Farming,Telangana,120 days,20–25°C
Turmeric,Sandy,Rust,Neem Extract,Mulching,Goa,120 days,20–25°C
Sweet Potato,Red Loamy,Rust,Fungicide Spray,Organic Farming,Uttarakhand,120 days,25–30°C
Peas & beans (Pulses),Laterite,Blight,Fungicide Spray,Mulching,Haryana,90 days,20–25°C
Soyabean,Red Loamy,Rust,Fungicide Spray,Organic Farming,Arunachal Pradesh,150 days,20–25°C
Gram,Red Loamy,Wilt,Resistant Varieties,Organic Farming,Kerala,120 days,25–30°C
Tapioca,Peaty,Wilt,Crop Rotation,Mulching,Madhya Pradesh,150 days,25–30°C
Wheat,Sandy,Smut,Neem Extract,Mulching,Uttar Pradesh,120 days,15–20°C
Rice,Alluvial,Blast,Soil Solarization,Drip Irrigation,West Bengal,180 days,30–35°C
Bajra,Laterite,Blight,Resistant Varieties,Mulching,Mizoram,120 days,20–25°C
Castor Seed,Alluvial,Blight,Crop Rotation,Organic Farming,Arunachal Pradesh,150 days,20–25°C
Masoor,Red Loamy,Wilt,Resistant Varieties,Mulching,West Bengal,90 days,20–25°C
Jowar,Peaty,Wilt,Crop Rotation,Organic Farming,Telangana,150 days,20–25°C
Peas & beans (Pulses),Black Cotton,Blight,Fungicide Spray,Organic Farming,Kerala,150 days,20–25°C
Onion,Black Cotton,Blight,Soil Solarization,Organic Farming,Sikkim,150 days,25–30°C
Black pepper,Peaty,Blight,Crop Rotation,Mulching,West Bengal,150 days,20–25°C
Cotton,Black Cotton,Wilt,Crop Rotation,Organic Farming,Arunachal Pradesh,150 days,20–25°C
Onion,Red Loamy,Blight,Crop Rotation,Mulching,Bihar,90 days,25–30°C
Cardamom,Black Cotton,Blight,Soil Solarization,Mulching,Mizoram,150 days,20–25°C
Khesari,Black Cotton,Blight,Resistant Varieties,Mulching,Tripura,120 days,20–25°C
Banana,Laterite,Wilt,Neem Extract,Mulching,Jharkhand,90 days,25–30°C
Ginger,Black Cotton,Blight,Soil Solarization,Mulching,Goa,120 days,20–25°C
Tobacco,Black Cotton,Blight,Resistant Varieties,Organic Farming,Meghalaya,150 days,25–30°C
Coconut,Laterite,Rust,Soil Solarization,Organic Farming,Maharashtra,150 days,20–25°C
Sugarcane,Red Loamy,Blight,Resistant Varieties,Organic Farming,Gujarat,150 days,20–25°C
Masoor,Red Loamy,Blight,Crop Rotation,Mulching,Bihar,120 days,25–30°C
Soyabean,Black Cotton,Wilt,Fungicide Spray,Mulching,Sikkim,150 days,20–25°C
Black pepper,Peaty,Blight,Resistant Varieties,Mulching,Tripura,150 days,25–30°C
Maize,Black Cotton,Rust,Crop Rotation,Mulching,Karnataka,120 days,30–35°C
Castor Seed,Alluvial,Blight,Fungicide Spray,Mulching,Chhattisgarh,150 days,20–25°C
Onion,Black Cotton,Rust,Neem Extract,Mulching,Chhattisgarh,90 days,25–30°C
Moong (Green Gram),Red Loamy,Rust,Neem Extract,Organic Farming,Odisha,150 days,20–25°C
Cotton,Black Cotton,Blight,Neem Extract,Organic Farming,Kerala,90 days,20–25°C
Arecanut,Alluvial,Wilt,Neem Extract,Organic Farming,Meghalaya,90 days,20–25°C
